Country,State,URL
Peru,Ucayali,http://www4.congreso.gob.pe/acerca/informe/pdfVINCULADOS/UCAYALI/DEPARTAMENTO%20DE%20UCAYALI%20P.E.pdf
Chile,RegiondeLosLagos,https://www.conaf.cl/wp-content/files_mf/1462549405politicaforestal201520351.pdf
Peru,Cusco,https://repositorio.iep.org.pe/bitstream/IEP/721/2/pajuelo_experienciasypoliticas.pdf
Mexico,Hidalgo,http://201.147.98.8/dofdia/pdf99/12MAY99.PDF
Chile,RegiondeAricayParinacota,http://www.senado.cl/appsenado/generaPDF.php?teseid=62527&idparl=1210&tema=Proyecto&nrobol=913312_P&legiid=&tagid=26
Mexico,BajaCalifornia,http://dspace.cibnor.mx:8080/bitstream/handle/123456789/479/licona_a.pdf?sequence=1&isAllowed=y
Peru,Arequipa,https://repositorio.uea.edu.ec/bitstream/123456789/226/1/T.TUR.B.UEA.%20%204003
Guatemala,SantaRosa,http://repositorio.uasb.edu.ec/bitstream/10644/5142/1/TD071-DH-Jauregui-Los%20caminos.pdf
Chile,RegiondeAricayParinacota,http://www.dtpr.gob.cl/Licitaciones2/pdf/26102016_1344_570_DEC.%20EX.%203132.pdf
Mexico,Sinaloa,https://www.medigraphic.com/pdfs/aapaunam/pa-2010/pa104f.pdf
Mexico,Yucatan,https://www.senado.gob.mx/comisiones/justicia/docs/Ministros/Monroy/Toca61-2000-E.pdf
Chile,RegiondeValparaiso,http://intra.conaf.cl/descarga/planes-nacionales-de-conservacion-de-especies-flora/?wpdmdl=9557&ind=5
ElSalvador,LaPaz,http://up.ayto-caceres.es/ultimas-noticias/webminar-agua-limpia-accesible-a-todas-las-personas/?download=3683
ElSalvador,LaUnion,http://opac.fmoues.edu.sv/infolib/tesis/50107604.pdf
Mexico,Durango,http://api-transparencia.durangocapital.gob.mx/?action=preview&uid=5c6a5b37bd7b54.19181470&key=2fe548d5ae881ccfbe2be3f5429d7852
Chile,RegiondeAntofagasta,http://fme.cl/wp-content/uploads/2016/08/InformedeGestionFME2013.pdf
Peru,Lima,https://www.coam.org/media/Default%20Files/fundacion/tesis-recientes/tesis-recientes/2/tesis-recientes-coam-enrique-manzano.pdf
Mexico,SanLuisPotosi,http://www.diputados.gob.mx/sedia/sia/spi/sapi-iss-01-16/Transitorios/trans_slp15.pdf
ElSalvador,Ahuachapan,http://www.casalco.org.sv/archivos/Comparativo%20Ley%20de%20Tramites%20sin%20obs%20090616.pdf
Peru,Amazonas,https://revistabioika.org/assets/multimedia/docs/es/revisiones/rosa.dias@revistabioika.org/20170703145511-ed1-econoticia13-plmp-es.pdf
Peru,Callao,http://eudora.vivienda.gob.pe/OBSERVATORIO/PDU_MUNICIPALIDADES/CALLAO/PDU_CALLAO_ANEXOS.pdf
Peru,Cajamarca,http://www.pratec.org/wpress/pdfs-pratec/la-crianza-de-las-wacas.pdf
Chile,RegiondeLaAraucania,http://www.sernapesca.cl/sites/default/files/res.ex_.495.2020.pdf
Guatemala,SantaRosa,https://repository.ucatolica.edu.co/bitstream/10983/1738/1/DISE%C3%91O%20DE%20UN%20PROTOTIPO%20DE%20VIVIENDAS%20SOSTENIBLES.pdf
Mexico,Tamaulipas,http://www.legisver.gob.mx/diariodedebates/diariodedebatesLIX/junio2003.pdf
ElSalvador,LaUnion,https://www.granada.org/contrata.nsf/315f37dfce148bb0c125736f003a767f/cec37bd9e19998f4c12580f30027d177/$FILE/13.%20Publicacion%20Anuncio%20Licitacion%20DOUE.pdf
Peru,Loreto,http://www.coasevilla.org/raiz/su/Boletines/BOP/BOP_2008_10_25_N249.pdf
Peru,Puno,http://190.116.50.21/bitstream/handle/UANCV/2507/VOL3N2%20EOC%206.pdf?sequence=3&isAllowed=y
ElSalvador,Morazan,https://datospdf.com/download/produccion-y-evaluacion-de-biodiesel-a-partir-de-aceite-de-girasol-heliantus-annuus-de-desecho-del-comedor-estudiantil-de-zamorano-_5a44e21db7d7bc422b978b8b_pdf
Mexico,Guanajuato,https://www.comie.org.mx/congreso/memoriaelectronica/v14/doc/1451.pdf
Mexico,Sonora,https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=38641895
Peru,Ancash,https://gredos.usal.es/bitstream/10366/125247/1/TFM_GarciaNecochea_Analisis.pdf
Peru,Lambayeque,https://www.munichiclayo.gob.pe/Documentos/fd54e2_Informe%20N-188-2019-MPCH-GPP-INFORME%20SEGUIMIENTO%20Y%20EVALUACION%20DE%20IMPLEMENTACION%20POI%202019%20-%203ER%20TRIMESTRE.PDF
Mexico,MichoacandeOcampo,http://www.diputados.gob.mx/LeyesBiblio/dof/2017/feb/DOF_23feb17.pdf
Mexico,Aguascalientes,http://shcp.gob.mx/EGRESOS/contabilidad_gubernamental/Documents/ppi_entfed_marcadores_p1-439.pdf
Peru,Lima,http://www.munimolina.gob.pe/contenido/Acuerdo_130.pdf
Mexico,Hidalgo,https://contenido.sanjuan.gob.ar/index.php?option=com_k2&view=item&task=download&id=220_48ffe825203872da93ddb5f959d5c512&Itemid=148
Mexico,Sonora,https://slidex.tips/download/el-maestro-especialista-formacion-musical-inicial-y-praxis-de-la-educacion-music
Mexico,Hidalgo,http://www.normateca.sedesol.gob.mx/work/models/SEDESOL/EvaluacionProgramasSociales/2004/EE_POP_2004/fortalezas_recomendaciones.pdf
Peru,Ica,http://orton.catie.ac.cr/repdoc/A9419e/A9419e.pdf
Mexico,Campeche,https://www.inap.mx/portal/images/pdf/book/67310.pdf
Chile,RegiondeNuble,https://www.monumentos.gob.cl/sites/default/files/20200108_acta_env_def.pdf
Peru,Cajamarca,https://www.inia.gob.pe/wp-content/uploads/2020/05/Programa_INIA601.pdf
Mexico,Campeche,http://eprints.uanl.mx/16024/1/1080290871.pdf
Peru,Ucayali,http://repositorio.unapiquitos.edu.pe/bitstream/handle/UNAP/1975/Jorge_Tesis_Maestr%C3%ADa_2010.pdf?sequence=1&isAllowed=y
Peru,Ancash,http://www2.congreso.gob.pe/sicr/cendocbib/con4_uibd.nsf/2008B128AFEB90E805257D31005A61FB/$FILE/An%C3%A1lisisFisicoqu%C3%ADmicoFuentesAgua.pdf
Guatemala,Chiquimula,http://postgrado.fausac.gt/wp-content/uploads/2016/09/Erick-Estuardo-Mart%C3%ADnez-Molina.pdf
Guatemala,Guatemala,https://www.pgn.gob.gt/wp-content/uploads/2017/04/CONTRATO-UNIDAD-ALBA-KENETH-2016..pdf
Guatemala,Huehuetenango,http://www.portaliglesia2.org/proyectos/mercedarios/images/img_noticias/doc15203bd9814c1d_08082013_1147am.pdf
Mexico,Aguascalientes,https://www.ilpglobal.com.mx/documents/2/Boletin_Judicial_Extinci%C3%B3n_y_Creaci%C3%B3n_Juzgados_en_la_Ciudad_de_M%C3%A9xico.pdf
Mexico,Hidalgo,http://dof.gob.mx/abrirPDF.php?archivo=20032015-MAT.pdf
Guatemala,Escuintla,http://201.147.98.8/dofdia/2008/Abr08/pdf/16Abr08.pdf
Guatemala,Guatemala,https://asisehace.gt/media/formato_MEM%20Declaraci%C3%B3n%20Jurada.pdf
Mexico,Chiapas,http://www2.inecc.gob.mx/publicaciones2/libros/338/Ramirez.pdf
Guatemala,Quetzaltenango,http://www.santafe.es/data/ficherosadjuntos_contenidosweb/contenidos_27_43_20101115202518.pdf
Guatemala,SantaRosa,https://idl-bnc-idrc.dspacedirect.org/bitstream/handle/10625/6323/65605.pdf?sequence=1
Peru,Cajamarca,http://repositorio.uisek.edu.ec/bitstream/123456789/193/1/MEJORAMIENTO%20DEL%20SUELO%20MEDIANTE%20LA%20PRODUCCION%20DE%20UN%20ABONO%20ORGANICO.pdf
Peru,Ayacucho,https://www.cbd.int/doc/world/ve/ve-nr-01-es.pdf
Mexico,Guerrero,https://www.elregional.com.mx/uploads/pdfs/pdf_5d5a395a351bf.pdf
Mexico,Puebla,https://colpospuebla.mx/documentos/plan/CEI-647_Desarrollo_Agricultura_Comercial.pdf
Mexico,Aguascalientes,https://www.worldreginfo.com/wdoc.aspx?file=AENA/2/2D156EC8-D154-4CA0-A4C0-E9B083B80BC8/441430_rfa_2019_es_es0105046009.pdf
Mexico,Nayarit,http://201.147.98.8/dofdia/2011/ago11/pdf/15ago11.pdf
Mexico,NuevoLeon,https://www.researchgate.net/profile/Jose_Navar2/publication/281976525_CAMBIOS_EN_LA_VEGETACION_EN_LA_SUBCUENCA_DEL_RIO_PILON_NUEVO_LEON_MEXICO/links/5600904908aec948c4fa905c/CAMBIOS-EN-LA-VEGETACION-EN-LA-SUBCUENCA-DEL-RIO-PILON-NUEVO-LEON-MEXICO.pdf
Mexico,Tlaxcala,https://www.inah.gob.mx/images/otros/20200720_lachiquinah_2.pdf
Peru,SanMartin,https://congreso14.saap.org.ar/pdf/simposios/simposio-politica-y-ambiente.pdf
Peru,Tumbes,https://prcp.com.pe/wp-content/uploads/2020/06/21.06-Coronavirus-COVID-19-Comunicados-de-Entidades-Estatales-y-Privadas.pdf
Mexico,Sonora,https://community.secop.gov.co/Public/Archive/RetrieveFile/Index?DocumentId=23866530
Guatemala,Huehuetenango,http://www.segeplan.gob.gt/nportal/index.php/biblioteca-documental/biblioteca-documentos/category/61-huehuetenango?download=231:pdm-malacatancito
Chile,RegiondeMagallanesydelaAntarticaChilena,http://www.cubaeduca.cu/public/media/media/download//media/www.cubaeduca.cu/medias/libros_texto/Historia_de_America_Tomo_I.pdf
Mexico,CoahuiladeZaragoza,https://sidofqa.segob.gob.mx/notas/getNewsletter/31-03-2020/Vespertina/286001
Mexico,Aguascalientes,http://www.congresoags.gob.mx/agenda_legislativa/descargar_pdf/1478
Guatemala,ElProgreso,https://www.cepchile.cl/cep/site/docs/20191014/20191014104135/revista_estudios_publicos_66.pdf
Mexico,NuevoLeon,http://nuevoleon.gob.mx/sites/default/files/apoyos_pecuarios_8.pdf
Mexico,Tamaulipas,http://www.comapareynosa.gob.mx/resources/other/transparencia/obligaciones/46-A/8/Acta.pdf
Mexico,Tamaulipas,https://www.supremacorte.gob.mx/sites/default/files/listas/documento/2017-06-08/LT-14-06-17%20.pdf
Mexico,Yucatan,http://www.iizd.uaslp.mx/Documents/memoria_XL_seminarios_iizd_actualizada.pdf
Mexico,VeracruzdeIgnaciodelaLlave,http://www.ixtaczoquitlan.gob.mx/portal/index.php/descargas/category/67-01-normatividad-aplicable?download=320:reglamento-de-agua
Chile,RegiondeLosLagos,http://www.municipalidadhualaihue.cl/transparencia/Convenio/residencia.pdf
Mexico,EstadodeMexico,http://publico.senasica.gob.mx/includes/asp/download.asp?IdDocumento=29096&IdUrl=77984&objeto=Documento&IdObjetoBase=29096&down=true
Mexico,Puebla,http://www.conbioetica-mexico.salud.gob.mx/descargas/pdf/PerfilesCEB/Acuerdos_CE/Puebla_acuerdo.pdf
Chile,RegiondeLosLagos,http://cybertesis.uach.cl/tesis/uach/2009/bpmfpv431e/doc/bpmfpv431e.pdf
Guatemala,Suchitepequez,https://core.ac.uk/download/pdf/237498082.pdf
Chile,RegiondeLosLagos,http://transparencia.integra.cl/transparencia_2015/archivos/documentos/2018/103501.pdf
Mexico,DistritoFederal,http://www.ipomex.org.mx/ipo/upload/LGT/76/OFICIO%2093.PDF
Mexico,Aguascalientes,http://www.sanfranciscodelosromo.gob.mx/webcontraloria/images/doc/fraccionII/actas/ACTASDECABILDO2015/ACTA%20No.%2026/anexo%202%20acta%2026/ANEXO%202.pdf
Guatemala,Quetzaltenango,http://lacuerdaguatemala.org/descargas/periodico_lacuerda/2012/CUERDA_156_062012.pdf
Peru,Huancavelica,http://zonasegura.seace.gob.pe/mon/docs/procesos/2012/000921/376388007radEA755.pdf
Chile,RegiondeNuble,http://map.conectamedia.cl/index.php/clippingNews/pdf?id=9311472
Guatemala,Guatemala,https://www.mp.gob.gt/transparencia/info/res/source/Articulo%2010:%20Informaci%C3%B3n%20P%C3%BAblica%20de%20Oficio/19%20Contratos%20de%20arrendamientos/2020/03%20MARZO/ARRENDAMIENTO%20INMUEBLES/Actas%20Enero-Marzo%20vigentes%202020/Acta%2080-2019.pdf
ElSalvador,SanVicente,http://www.aecid.org.ni/wp-content/uploads/2019/04/PCAP2-LP-004-2019-Equipamiento-Revisado-AECID-080219.pdf
Peru,SanMartin,https://www.regionsanmartin.gob.pe/OriArc.pdf?id=103116
Peru,Huanuco,http://www.sech.info/ACTAS/Actas%20Portuguesas%20de%20Horticultura.%20VIII%20Congreso%20Ib%C3%A9rico%20de%20Ciencias%20Hort%C3%ADcolas/Actas%20VIII%20Congresso%20Ib%C3%A9rico%20de%20Ci%C3%AAncias%20Hort%C3%ADcolas.pdf
Mexico,Chihuahua,http://www.produccion-animal.com.ar/sanidad_intoxicaciones_metabolicos/intoxicaciones/119-sonora.pdf
Mexico,Tabasco,http://sil.gobernacion.gob.mx/Archivos/Documentos/2019/02/asun_3813003_20190214_1550176955.pdf
Guatemala,Totonicapan,https://www.saberesafricanos.net/phocadownloadpap/El%20Caribe%20Frontera%20Imperial.pdf
Chile,RegionMetropolitanadeSantiago,https://www.bcn.cl/obtienearchivo?id=recursoslegales/10221.3/50588/1/627_358.pdf
Peru,Huanuco,https://tudiariohuanuco.pe/wp-content/uploads/2019/11/04.11.2019.pdf
Guatemala,Guatemala,http://www.bielsa.es/pub/documentos/FICHAS%20UEs+SUZ.pdf
ElSalvador,SanVicente,http://extremambiente.juntaex.es/files/RESUMEN%20NO%20T%C3%89CNICO%20AAU%2018-198.pdf
Mexico,Aguascalientes,https://www.redalyc.org/pdf/613/61344302.pdf
Mexico,Aguascalientes,https://www.municipiodejalpan.gob.mx/transparencia/leyes/LEY%20FEDERAL%20DE%20DERECHOS.pdf
Mexico,Sinaloa,https://silo.tips/download/plan-municipal-de-desarrollo-urbano-de-escuinapa-sinaloa
Mexico,DistritoFederal,https://www.cepal.org/rio20/noticias/paginas/6/43906/1.Rio+20-La_sostenibilidad_del_desarrollo.PDF
Peru,Arequipa,http://cybertesis.uach.cl/tesis/uach/2005/ffe.28p/doc/ffe.28p.pdf
Mexico,Aguascalientes,http://docshare04.docshare.tips/files/25683/256833464.pdf
Mexico,BajaCalifornia,http://www.sedesol.gob.mx/work/models/SEDESOL/Sedesol/sppe/dgap/diagnostico/Diagnostico_PAR.pdf
Guatemala,Chiquimula,https://cladista.clad.org/bitstream/handle/123456789/4213/0055538.pdf?sequence=1
Peru,Pasco,http://apusiar.regionapurimac.gob.pe/admDocumento.php?accion=bajar&docadjunto=2998
Mexico,Aguascalientes,http://www.sgm.gob.mx/transparencia/pdf/PRODEMIN-2013-2018-09052014.pdf
ElSalvador,SanSalvador,http://reventazon.meic.go.cr/informacion/gaceta/2012/agosto/semana4/acuerdo045.pdf
Guatemala,Escuintla,http://biblioteca.galileo.edu/tesario/bitstream/123456789/588/1/2014-T-lcta-003_morales_diaz_maria_johanna.pdf
Chile,RegiondeAricayParinacota,http://www.revistalogistec.com/ediciones_pdf/edicion_64_lgt.pdf
Mexico,VeracruzdeIgnaciodelaLlave,https://www.asf.gob.mx/Trans/Informes/IR2017c/Documentos/Auditorias/2017_0044_a.pdf
Peru,Junin,https://www.obrasporimpuestos.pe/RepositorioAPS/0/0/JER/PROYECTOS_EN_EJECUCION/file/MD%20SICAYA/2402030/BASES-Empresa-Privada-sicaya%20FINALisimo.pdf
Peru,Apurimac,http://www.regionapurimac.gob.pe/2013/transparencia/wp-content/uploads/2017/04/RESOLUCION-GERENCIAL-GENERAL-REGIONAL-Nr-114-2017-GR.APURIMAC.GG..pdf
Mexico,Jalisco,https://www.gob.mx/cms/uploads/attachment/file/551931/Jalisco_HTLMF.pdf
Chile,RegiondeCoquimbo,http://www.normativaconstruccion.cl/documentos_sitio/21898_Final_Coquimbo.pdf
ElSalvador,SanVicente,http://www.sanvicentedelcaguan-alcaldia.gov.co/Transparencia/Calidad/Informe%20Ejecutivo%20MECI%20Vigencia%202015.pdf
Peru,Ayacucho,https://www.unicef.org/peru/media/1881/file/Sistematizaci%C3%B3n%20de%20la%20experiencia%20peruana%20sobre%20suplementaci%C3%B3n%20con%20micronutrientes.pdf
Peru,Amazonas,http://www.scielo.org.co/pdf/rori/v14s1/v14s1a05.pdf
Peru,Ancash,http://catedraunesco.usmp.edu.pe/wp-content/uploads/2018/11/Conferencia-SBeatriz.pdf
Mexico,Sinaloa,http://www.ordenjuridico.gob.mx/Documentos/Estatal/Sinaloa/Todos%20los%20Municipios/wo69750.pdf
Mexico,Tamaulipas,https://www.wto.org/spanish/tratop_s/dispu_s/58r01.pdf
ElSalvador,Ahuachapan,http://www.hndm.unam.mx/consulta/publicacion/crearPDF/558a37897d1ed64f16da0da1.pdf?palabras=
Peru,Callao,http://www.gacetajuridica.com.pe/servicios/normaspdf_2009/julio/11-07-2009.pdf
Mexico,SanLuisPotosi,http://opapce.gob.mx/assets/lase.pdf
Peru,Ica,http://www.minem.gob.pe/minem/archivos/file/DGGAE/ARCHIVOS/estudios/EIAS%20-%20hidrocarburos/EIA/EIA_134_158/4.3%20LBS.pdf
Peru,Cusco,http://biblioteca.spda.org.pe/biblioteca/mcatalogo/_data/20200124203342_Fernandez%20Felipe_Lourdes.pdf
Peru,Moquegua,http://ifs.com.pe/downloads/interbank_memoria_2006.pdf
Peru,Cusco,http://repositorio.unsaac.edu.pe/bitstream/handle/UNSAAC/5075/253T20200013_TC.pdf?sequence=1&isAllowed=y
Mexico,Chiapas,http://idegeo.centrogeo.org.mx/documents/1904/download
Mexico,Oaxaca,http://www.apta.com.mx/apta2008/ce/dof/descargapdf/2020/08Agosto/20200807/sb20080710-6.pdf
Chile,RegiondeAricayParinacota,http://transparencia.minagri.gob.cl/descargas/2016/derecho_informacion_publica/registro_de_respuestas_de_solicitudes/CartadeRespuestaT-69.pdf
Mexico,Jalisco,https://www.ceaqueretaro.gob.mx/wp-content/uploads/2016/06/2085612536_37ReglamentoLeyEstEqEcolProtAmbienteMateriaEvaluacionImpactoAmbiental.pdf
Mexico,Chihuahua,https://www.osti.gov/etdeweb/servlets/purl/20759697
Peru,Ayacucho,https://ulcumanoecolodge.files.wordpress.com/2011/10/conssetion-of-conservation-technic-document.pdf
ElSalvador,LaLibertad,https://www.senado.cl/appsenado/index.php?mo=transparencia&ac=doctoInformeAsesoria&id=4584
Mexico,Nayarit,http://132.248.9.195/ptd2014/febrero/0708977/0708977.pdf
Guatemala,Suchitepequez,https://silo.tips/download/africanos-y-afromestizos-en-la-historia-colonial-de-centroamerica
ElSalvador,Ahuachapan,https://revistas.ucr.ac.cr/index.php/dialogos/article/download/31311/31017/
ElSalvador,SanMiguel,https://parlamento-cantabria.es/sites/default/files/dossieres-legislativos/PSEC_2014-2020_1.pdf
Chile,RegiondeCoquimbo,http://www.scielo.cl/pdf/chungara/2016nahead/aop1616.pdf
Chile,RegiondeLaAraucania,http://transparencia.minagri.gob.cl/descargas/2015/Actos_y_Resoluciones/Resoluci%C3%B3n%20Exenta%20N%C2%B0%2096.pdf
Guatemala,SanMarcos,http://www.acevedo-huila.gov.co/MiMunicipio/ProgramadeGobierno/Plan%20de%20Desarrollo%202016%20-%202019.pdf
Peru,Lima,https://silo.tips/download/ayuntamiento-de-monda
Mexico,DistritoFederal,https://transparencia.pan.org.mx/Articulos/ObtenerDocumentoPorId?idDocumento=d5df4f5b-c582-e711-9be1-0c84dcdc3078
Mexico,BajaCaliforniaSur,https://www.agroasemex.gob.mx/Portals/0/documentos/transparencia/rendicio%CC%81ndecuentas/Anexos1.pdf
Mexico,SanLuisPotosi,http://www.santamariadelrio-slp.gob.mx/images/MarcoNormativo/REGLAMENTO_DE_IMAGEN_URBANA_07-MAY-2011_ok.pdf
Mexico,Tamaulipas,http://www.banxico.org.mx/publicaciones-y-prensa/reportes-sobre-las-economias-regionales/%7B03189363-2F56-69A4-0755-D482DACB626C%7D.pdf
ElSalvador,Ahuachapan,https://www.observatorioseguridadciudadanadelasmujeres.org/nuevo/informe_SVMES_2014.pdf
Peru,Ancash,http://img.inforegion.pe.s3.amazonaws.com/wp-content/uploads/2014/12/revista-n9.pdf
Peru,Puno,http://repositorio.unsa.edu.pe/bitstream/handle/UNSA/8406/MCqumaed.pdf?sequence=1&isAllowed=y
Guatemala,SantaRosa,https://cortolima.gov.co/sites/default/files/POMCAS/POMCA_LUISA_MAGDALENA/COBERTURA_USO_SUELO.pdf
Mexico,Guerrero,https://www.puertovallarta.gob.mx/2018-2021/transparencia/art8/art8/6/i-j/pleno/iniciativas/2013/abril/29%20abril%202013%20-%20iniciativa%205.3.pdf
Mexico,NuevoLeon,http://www.diariooficial.gvamundial.com.mx/historico/2008/Febrero/avi07_2.pdf
Peru,Callao,https://www.munihuamanga.gob.pe/Documentos_mph/Munitransparencia/Normas_legales/Resoluciones/R_alcaldia/2018/r_a_046-300118.pdf
ElSalvador,Sonsonate,https://revistaagrociencia.files.wordpress.com/2019/05/10-agrociencia-febrero-marzo-2019.pdf
Mexico,DistritoFederal,http://internet.contenidos.inegi.org.mx/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/historicos/2104/702825480509/702825480509_15.pdf
Guatemala,Suchitepequez,"https://www.caminos.gob.gt/ley_accesoinformacionpublica/Articulo%2010%20-%20Numeral%2023%20-%20Informes%20finales%20de%20auditorias%20gubernamentales%20o%20privadas/2018/2018%20-%2007%20-%20(JUL)%20-%20CGC%20Informe%20de%20Auditoria%20de%20Obra%20Publica%20Direccion%20General%20de%20Caminos,%20periodo%2001En%20al%2031DIC%202017.pdf"
Peru,Huancavelica,http://www.isarep.com.pe/DocumentosISACTM/Reporte%20Sostenibilidad/Informe%20HCC%202019.pdf
ElSalvador,Cabanas,http://tlajomulco.gob.mx/sites/default/files/transparencia/reglamentos/Reglamento-del-Servicio-de-Agua-Potable-27-oct-17.pdf
Mexico,MichoacandeOcampo,http://congresogro.gob.mx/62/sesiones/actas/2019-01-23-ACTA%20DE%20SESION%20DE%20RECESO-1-PER-REC.pdf
Chile,RegiondeAricayParinacota,http://cybertesis.uach.cl/tesis/uach/2013/fifc744d/doc/fifc744d.pdf
Peru,Ica,http://www.agenda21jaen.com/export/sites/default/galerias/galeriaDescargas/agenda21/Aplicaciones/documentacion/Diagnosis-provincial/DT_COMPLETA.pdf
Peru,Amazonas,http://sea-entomologia.org/PDF/BOLETIN_20/B20-002-025.pdf
Guatemala,AltaVerapaz,http://www.contraloria.gob.gt/imagenes/i_docs/i_inf_ENTIDADES_ESPECIALES14/archivos/INDIVIDUALES/81_47665.pdf
Mexico,Colima,http://www.colima-estado.gob.mx/transparencia/archivos/Programa-Nutriendote-Sano-de-la-Secretaria-de-Desarrollo-Social.pdf
Mexico,Chihuahua,http://www.nl.gob.mx/sites/default/files/pp-san_nicolas_de_los_garza_nov_2018.pdf
Mexico,Durango,http://pjdgo.gob.mx/contenido/COMPILACI%C3%93N%20DE%20LEYES/ESTATAL/LEY%20DE%20JUSTICIA%20FISCAL%20Y%20ADMINISTRATIVA%20DEL%20ESTADO%20DE%20DURANGO.pdf
Mexico,Sonora,https://www.murcia.es/documents/2423107/2455451/decreto_48-1998_proteccion_medio_ambiente_frente_ruido.pdf
Mexico,Zacatecas,http://www.rtvnews.com/pdf/1910/71453178.pdf
Mexico,QuintanaRoo,https://www.ecorfan.org/handbooks/Ciencias-ECOH-T_I/Handbook_Ciencias_Sociales_Economia_y_Humanidades_T1_V1_358_377.pdf
Guatemala,Escuintla,https://core.ac.uk/download/pdf/85143154.pdf
ElSalvador,LaPaz,https://www.cortedecuentas.gob.sv/index.php/es/resultado-del-proceso-de-fiscalizacion/sentencias-definitivas-ejecutoriadas/camara-quinta/2011?download=3427&start=25
Mexico,Nayarit,http://tepic.gob.mx/transparencia/archivos/2018/03/1519930454_gilberto_sanchez_05_nov_2015_completo.pdf
Mexico,Hidalgo,https://www.uaeh.edu.mx/adminyserv/gesuniv/sedein/dri/convenios/properties/GuiaEstudiante%20nac.pdf
Guatemala,Izabal,http://dipecholac.net/docs/files/153-inventarioregionalsat.pdf
Peru,LaLibertad,https://www.hrw.org/reports/honduras0214spweb.pdf
Chile,RegiondeLosRios,https://www.sea.gob.cl/sites/default/files/imce/archivos/2017/08/01/informe_2er_trimestre_2017-_glosa_05_evapac_transferencias_corrientes.pdf
Mexico,Hidalgo,https://datos.pachuca.gob.mx/sipot/1/PDFS/Ley_Ingresos_Pachuca_2020.pdf
Peru,Puno,http://zonasegura.seace.gob.pe/mon/docs/procesos/2012/001655/546193048rad51FB4.pdf
Mexico,Guanajuato,https://www.ubu.es/sites/default/files/portal_page/files/boja18-131-00660.pdf
Mexico,Colima,http://sie.car.gov.co/bitstream/handle/20.500.11786/35736/00326.pdf?sequence=8&isAllowed=y
Chile,RegiondeLosLagos,http://fiscalia.mop.cl/marconormativo/Documents/novedades_legislativas/diciembre%20%201%20al%2015%20-%202015.pdf
Guatemala,Retalhuleu,http://ide.segeplan.gob.gt/ranking/ranking_portal/documentos/IndiceGestionAdministrativa/ManualPuestoFunciones.pdf
Peru,Tacna,https://www.elremate.es/Word/Subasta206_S.pdf
Peru,Puno,https://www.agenciasransa.net/Agenciasransa.Net/adjunto/upload/fck/LEY%20N%2030987.pdf
Peru,Ica,http://repositorio.utn.edu.ec/bitstream/123456789/3899/1/02%20ICA%20922%20TESIS.pdf
Peru,Ica,https://boe.es/boe/dias/2004/06/18/pdfs/B05409-05409.pdf
Chile,RegiondeCoquimbo,https://www.researchgate.net/publication/262550660_Arte_Rupestre_en_el_Valle_de_El_Encanto_Ovalle_Region_de_Coquimbo_Hacia_una_Revaluacion_del_Sitio-Tipo_del_Estilo_Limari/fulltext/0391a13e0cf2b378a8ad3e21/Arte-Rupestre-en-el-Valle-de-El-Encanto-Ovalle-Region-de-Coquimbo-Hacia-una-Revaluacion-del-Sitio-Tipo-del-Estilo-Limari.pdf
Peru,Ica,https://azslide.com/download/plano-das-bacias-hidrograficas-das-ribeiras-do-oeste-relatorio-tecnico-sintese_59e82edc1723ddc051cf78b4.html
Peru,Callao,https://www.trabajo.gob.pe/archivos/file/estadisticas/peel/osel/2015/Callao/Estudio/Estudio_012015_OSEL_Callao.pdf
Mexico,Chihuahua,https://cannabis.senado.gob.mx/images/pdf/iniciativas/senado/8.%20Iniciativa%20Sen%20Cora%20C.%20Pinedo%20Alonso%20PT.pdf
ElSalvador,vacio,http://www.ambientejujuy.gob.ar/wp-content/uploads/2020/04/CONVENIO-MARCO-DE-COOPERACION-PLANTA-DE-CLASIFICACION-Y-TRANSFERENCIA.pdf
Peru,Piura,http://www.congreso.gob.pe/comisiones/2003/revisora_medio/audiencia/piura/Documento_Audiencia_Piura.pdf
ElSalvador,vacio,https://revistas.unimagdalena.edu.co/index.php/intropica/article/download/2034/1486/
Mexico,Jalisco,http://www.ceajalisco.gob.mx/sites/licitaciones/wp-content/uploads/Contrato-CEA-CON-FED-CI-040-20.pdf
Peru,Amazonas,https://clarinmedios.com.pe/wp-content/uploads/2020/09/cronica-07-08-09.pdf
Guatemala,Guatemala,http://glifos.unis.edu.gt/digital/tesis/2016/49850.pdf
Peru,Lima,http://www.iai.int/admin/site/sites/default/files/DECLARACION-LIMA-2014-CC-DB-1.pdf
Guatemala,Jalapa,http://148.206.53.233/tesiuami/UAMI15732.pdf
ElSalvador,Cabanas,http://www.diputaciondezamora.es/recursos/BOP/20190902-103.pdf
Mexico,Hidalgo,http://201.161.66.31/images/Procesos/Proceso2019-2020/plataformas/masporhidalgo.pdf
Peru,Cusco,http://gasnatural.osinerg.gob.pe/contenidos/uploads/GFGN/Texto_Ordenado_Contrato_de_Concesion_al_Sur_del_Pais-KUNTUR.pdf
ElSalvador,vacio,http://www.agroestrategias.com/pdf/Cultivos%20-%20Fertilizacion%20de%20la%20Vid.pdf
ElSalvador,SanMiguel,https://dialnet.unirioja.es/descarga/articulo/2976060.pdf
